,Category,Resume,tokenized
  (0, 191)	0.06304977107248944
  (0, 168)	0.17530668356887685
  (0, 167)	0.05451495463776783
  (0, 165)	0.14552026708579416
  (0, 149)	0.06883240234584938
  (0, 142)	0.0660870497919887
  (0, 119)	0.09731838989722903
  (0, 107)	0.03733623576167615
  (0, 99)	0.06786230267523333
  (0, 98)	0.15172568437787554
  (0, 97)	0.060510808440506825
  (0, 83)	0.06304977107248944
  (0, 57)	0.0512931099602264
  (0, 19)	0.04946552468062652
  (0, 11)	0.11654338796304266
  (0, 3)	0.061414940331422
  (0, 0)	0.07583211619735403"
457,2,technic skill autom test selenium webdriv testng test framework testng data driven page object model applic tool eclips postman build tool version control continu integr maven svn jenkin databas sql languag sql java script languag html javascript oper system window domain insur erp commerc educ detail januari comput pune maharashtra savitribai phule univers pune autom test java develop automationtest skill detail exprienc month databas exprienc month eclips exprienc month employe resourc group exprienc month enterpris resourc plan exprienc monthscompani detail compani phioenix microsystem pvt ltd descript compani phioenix microsystem pvt ltd descript organ role phoenix microsystem pvt ltd jr java develop project project project swb eb support role java develop descript inventori oper system provid way manag inventori conduct day day basi use ount owner district offic manag inventori cycl plan event schedul store peopl enter employe time sheet approv custom invoic addit provid sever tool assist user complet profit inventori satisfi need custom respons environ ount custom store cycl plan schedul reschedul split time collect invoic close week use bulk updat bulk insert updat perform base primari java ice face ibati jboss seam ejb html project project intelligen mobileapp dev kauapc role java develop descript inventori manag retail project develop inventori manag system im ess android retail track outstand inventori cost inventori sale day thu empow retail better manag busi respons cost inventori inventori manag system time manag machin learn platform environ java core java jsf rich face spring rest web servic use jersey api project project loan lelo autom role softwar test engin descript loan le lo offer select loan multipl bank custom select particular loan offer fill detail form get regist email sent regist email id login id password respons develop page object model framework autom test develop autom test script use selenium webdriv testng java execut selenium test case report defect debug execut autom test script use selenium web driver involv function regress test work jenkin continu integr requir review test report prepar summari report environ selenium web driver java eclips testng sql project project ddsm autom role softwar test engin descript object project autom system zz server zz server data divid team manual system enter custom detail user detail ddsm system multipl role role set permiss respons respons integr test function test system test creat autom test case exist pom framework use selenium web driver enhanc test case use java program featur testng annot debug execut autom test script use selenium web driver follow data driven approach read data excel file work jenkin continu integr ci requir involv regress test api test prepar weekli monthli statu report environ selenium web driver java eclips html testng sql postman,"  (0, 1481)	0.03531708048942084
  (0, 1476)	0.03572063745153722
  (0, 1470)	0.05081030676003383
  (0, 1469)	0.0772851144461833
  (0, 1467)	0.11122969847936622
  (0, 1466)	0.06448880621297878
  (0, 1442)	0.05714720418042835
  (0, 1428)	0.06308803265001654
  (0, 1427)	0.09159823263099304
  (0, 1421)	0.08580152273498344
  (0, 1418)	0.02506977780208587
  (0, 1386)	0.04349767813804404
  (0, 1378)	0.0693766853567685
  (0, 1374)	0.07394967613168528
  (0, 1361)	0.13494476699294863
  (0, 1346)	0.030886050769522527
  (0, 1344)	0.026075337937593545
  (0, 1327)	0.07764470602186223
  (0, 1322)	0.06989610511543645
  (0, 1319)	0.035666247069923655
  (0, 1313)	0.06479939930732696
  (0, 1293)	0.08625899218569147
  (0, 1287)	0.052219306936425666
  (0, 1266)	0.08589536330796065
  (0, 1265)	0.057547615043452356
  :	:
  (0, 281)	0.0436725876135913
  (0, 278)	0.03869574704481665
  (0, 273)	0.11791359525276796
  (0, 259)	0.04729271103923388
  (0, 254)	0.03264579980391515
  (0, 249)	0.03949668506232207
  (0, 238)	0.05441710413897089
  (0, 230)	0.058593006690240125
  (0, 217)	0.05600080160405212
  (0, 201)	0.08018221334806766
  (0, 181)	0.091836821836373
  (0, 162)	0.03376957984889159
  (0, 159)	0.03984214962119289
  (0, 127)	0.07217587280440002
  (0, 118)	0.04718375165374331
  (0, 117)	0.03251052432070232
  (0, 115)	0.04420864206046387
  (0, 98)	0.14223670529745056
  (0, 81)	0.047512796995125464
  (0, 63)	0.06751830618787177
  (0, 61)	0.07796342277981583
  (0, 58)	0.0307239397593284
  (0, 55)	0.09481759934499771
  (0, 46)	0.068664708764248
  (0, 14)	0.06219326610067006"
458,2,skill agil methodolog scrum kanban extrem program xp test driven develop tdd featur driven develop fdd domain industri autom retail bank insur health care autom framework modular data driven bpt hybrid test autom tool hp uft taf load runner selenium ration robot dcmtk sikuli languag vb script python shell script bug track tool bugzilla jira hp qualiti control ap test clear quest version manag clear case win cv svn databas oracl sql server mysql network protocol tcp ip http http vpn ftp ldap healthcar dicom pac hl imag archiv imag reconstruct rockwel autom logix design factori talk rslinx classic control flash compar tool modul profil educ detail bachelor scienc comput scienc mumbai maharashtra mumbai univers qa autom lead qa autom lead skill detail exprienc month python exprienc month uft exprienc month selenium exprienc month sql exprienc monthscompani detail compani lead industri autom descript respons test rockwel autom embed system logix design factori talk rslinx classic control flash compar tool modul profil coordin onsit offshor qa lead design develop test strategi test plan document test plan test case base product requir document function specif discuss explain requir qa team work scrum base agil methodolog test driven develop environ frequent chang requir lot challeng document publish program increment object program increment plan report featur epic backlog stori conduct particip program increment plan backlog groom sprint plan daili stand up sprint review retrospect perform autom test task design creat maintain execut peer review test script use test autom framework taf develop execut system integr gui integr test use interact busi analyst softwar develop bug review particip qa meet work close develop engin depart ensur proper resolut bug proactiv came innov method improv softwar qualiti test coverag effici regress coverag creat maintain test document high level requir test strategi report test plan test case test execut result bug report qualiti metric traceabl matrix test summari report environ logix design factori talk rslinx classic controlflash comparetool modul profil test autom framework taf python selenium clear case clear quest uft collabor lifecycl manag version one compani ge healthcar descript respons valid ge ct scanner base fda complianc regul interact clinic expert busi analyst develop architect creation test strategi test plan coordin offshor qa onsit qa team work design develop test strategi requir traceabl matrix design creat execut manual test case base product requir document increas product initi use autom tool like dicom qtp train guid ge team autom test creation execut use qtp perform test type function integr perform regress provid test report manag involv releas support test bed creation test throughout releas process environ agil test driven develop tdd dicom hl imag reconstruct window linux sql python qtp html xml qtp vbscript qc compani patni ge healthcar pac descript respons valid ge pac applic test web applic defin administr authent archiv dicom imag involv creation autom framework use hybrid bpt approach respons creation test bed golden data use dcmtk prepar test scenario test plan test case autom script integr system end end test applic design develop user defin gener function well vers vb script descript program script dynam object reusabl action defin scenario flow uft qtp review qtp script develop team member support qa sit regress test team environment issu interact downstream environ system team clarif environ agil test driven develop tdd ge pac dicom hl imag reconstruct imag construct window linux sql python selenium qtp html xml qtp javascript vbscript qc compani hdfc bank limit descript respons review busi requir design document prepar test case assign project releas perform test type api function integr system perform regress secur network provid test report manag involv integr test releas new function test critic bug fix co ordin develop fix critic bug involv backend databas test oracl microsoft sql involv releas support test bed setup test throughout releas process autom test flow use autom tool qtp environ window linux sql python qtp html xml qtp javascript vbscript qc compani vistaar system limit descript respons refer busi requir document use case document design document provid client develop creation manual autom test case involv analysi design creation execut debug autom script use autom tool like ration robot qtp shell script test critic bug fix co ordin develop fix critic bug involv instal build maintain test bed smoke sanitari test regress test perform test databas test use ration robot qtp shell script environ window linux sql ration robot qtp ,"  (0, 1494)	0.036710809348475516
  (0, 1493)	0.11176486709425938
  (0, 1481)	0.03162746890280417
  (0, 1476)	0.06158647650595983
  (0, 1474)	0.05250597881258296
  (0, 1471)	0.028735900518486568
  (0, 1467)	0.028786237518399007
  (0, 1457)	0.05365021153648362
  (0, 1442)	0.06990879918720976
  (0, 1436)	0.10238302287999271
  (0, 1431)	0.06334783732209814
  (0, 1428)	0.026921200042787988
  (0, 1427)	0.07097596217844974
  (0, 1420)	0.05113244171466428
  (0, 1418)	0.018113093425071173
  (0, 1409)	0.05881203491176515
  (0, 1390)	0.029785070532336037
  (0, 1386)	0.0314273829671723
  (0, 1385)	0.09454372481496003
  (0, 1378)	0.07036277741724548
  (0, 1369)	0.07926981308351004
  (0, 1361)	0.12377115349093129
  (0, 1344)	0.05259568139331893
  (0, 1338)	0.03268529167139604
  (0, 1327)	0.05085808767429701
  :	:
  (0, 194)	0.030346170634132915
  (0, 193)	0.04330780672406824
  (0, 181)	0.10108807336864628
  (0, 178)	0.04681802857640203
  (0, 162)	0.05822262939180542
  (0, 159)	0.028786237518399007
  (0, 158)	0.11427104462786428
  (0, 117)	0.05605187323405969
  (0, 115)	0.054080914796574696
  (0, 109)	0.04637333489018125
  (0, 107)	0.028887549148249262
  (0, 98)	0.12433579957424926
  (0, 94)	0.05491510212918041
  (0, 80)	0.042333865605615244
  (0, 67)	0.10122117316603443
  (0, 65)	0.045944526561079446
  (0, 61)	0.056329129507946045
  (0, 58)	0.04658555339913066
  (0, 55)	0.040460978926134525
  (0, 53)	0.05491510212918041
  (0, 43)	0.06556751343993505
  (0, 42)	0.02848733352546694
  (0, 24)	0.10722832499096377
  (0, 18)	0.03362879596605294
  (0, 8)	0.039811882638677736"
459,2,technic skill summari complet corpor train manual autom test sourc code technolog pune manual autom test selenium ide testng selenium grid jenkin apach poi good knowledg sdlc excel understand white box test black box test good knowledg function test integr test system test good exposur write function integr scenario good understand write test case includ test case design techniqu good understand build releas good knowledg ad hoc smoke test excel understand usabl reliabl exploratori test excel knowledg global compat test excel understand stlc good knowledg regress retest excel knowledg defect track defect life cycl good knowledg test plan traceabl matrix internship project project name resum extractor durat month role manual autom test environ jdbc servlet jsp technolog web base applic ms ess project involv develop web applic resum extractor provid technolog analyz mass volum data detect resum data cover compani valuabl inform project compani site base recruit process strength abl work team system oper analysi good commun skill activ learn critic think good interperson skill will take challeng respons abil learn new technolog minim time period educ detail januari bc comput scienc mgm colleg mca pune maharashtra comput scienc fromjspm colleg hsc nand maharashtra maharashtra state board ssc nand maharashtra maharashtra state board softwar test softwar test skill detail apach exprienc month black box exprienc month black box test exprienc month function test exprienc month integr exprienc monthscompani detail compani tech mahindra descript softwar test manual autom compani descript softwar test engin,"  (0, 1488)	0.10544245118583255
  (0, 1481)	0.028158598586504092
  (0, 1467)	0.09106645423965466
  (0, 1456)	0.08432317592145216
  (0, 1414)	0.15322654063900532
  (0, 1390)	0.05565157295022518
  (0, 1386)	0.058720132756895
  (0, 1385)	0.10433182585078035
  (0, 1374)	0.04756910913578438
  (0, 1367)	0.08324626810579305
  (0, 1361)	0.1845389905970726
  (0, 1349)	0.08797353304454318
  (0, 1347)	0.0779622216747088
  (0, 1346)	0.04169493819340941
  (0, 1345)	0.07049398420873612
  (0, 1344)	0.035200667504990756
  (0, 1332)	0.06081113388546422
  (0, 1327)	0.05763091979538316
  (0, 1313)	0.08747660778163066
  (0, 1299)	0.07279128297042047
  (0, 1282)	0.0961835231918481
  (0, 1270)	0.06369618516839663
  (0, 1255)	0.062276010258577395
  (0, 1247)	0.1002894121207455
  (0, 1242)	0.10433182585078035
  :	:
  (0, 309)	0.07909822498013568
  (0, 299)	0.07909822498013568
  (0, 290)	0.10433182585078035
  (0, 282)	0.06752353241451699
  (0, 254)	0.07461789241358598
  (0, 249)	0.05331895148417946
  (0, 241)	0.04764066030075805
  (0, 231)	0.07250458356449697
  (0, 225)	0.058837882482401266
  (0, 193)	0.08091797407705212
  (0, 181)	0.10002309745955935
  (0, 159)	0.05378531487707868
  (0, 147)	0.2429002333667913
  (0, 139)	0.09388103378750942
  (0, 134)	0.2371069362453034
  (0, 117)	0.07430869577839247
  (0, 98)	0.1387403021828112
  (0, 58)	0.07022513294981736
  (0, 54)	0.13442140699688174
  (0, 45)	0.0525923690575196
  (0, 42)	0.05322683114444111
  (0, 12)	0.07109755258247835
  (0, 9)	0.04919849836374348
  (0, 1)	0.09017159742367135
  (0, 0)	0.064746670752249"
460,2,educ detail tech electron instrument engin jaunpur uttar pradesh vb purvanch univers autom tester autom tester tech mahindra skill detail compani detail compani tech mahindra descript mumbai may present project contribut tech mahindra project titl payment gateway jio money role autom tester respons analyz manual test case creat autom script work redwood tool autom maintain regress pack per project requir perform api test creat autom script api test enhanc framework support cross function test execut test case evalu test result manual autom test maintain script per requir ad new autom test improv autom test coverag function regress perform autom test analyz test result report defect bug track system drive issu resolut prepar test data differ test condit ensur coverag busi rule perform saniti ad hoc regress test particip defect triag meet develop valid sever bug respons track bug life cycl work develop team ensur test issu resolv project descript jio money jio payment gateway provid facil merchant user enabl pay jio money featur includ purchas bill payment load money short cash purchas pay merchant pay user etc inscript project titl cometchat role autom tester respons creat autom framework bug report use page object data driven framework autom email test script handl qa ticket coordin develop team project descript cometchat chat solut site app help grow custom base exponenti drastic increas time spent user cometchat sever use featur like one one chat group chat audio video call screen share game real time chat translat mobil app desktop messeng project titl web tracker role sr softwar tester respons creation test scenario test script test case execut test case ad hoc manual test regress test autom test test script use tool selenium webdriv project descript omplish web tracker aim provid time sheet facil custom releas contain follow featur relat employe time track task assign tracker submiss remind approv notif hayaan infotech project titl real estat agent websit role sr softwar tester respons creation test scenario test case execut test case smoke test black box test ad hoc manual test regress test project descript project web page graphic html represent neighborhood made differ type hous apart sever sale peopl around countri respons sell hous apart web site web site help user purchas request estat properti project titl commerc websit role softwar tester respons creation test scenario test case execut test case ad hoc manual test smoke test black box test regress test project descript project includ order process invoic gener print packag slip order payment return materi author label sheet print order process applic big main entiti involv order process custom sale person admin project titl enquiri invoic system role softwar tester respons creation test scenario test case execut test case smoke test black box test ad hoc manual test regress test project descript applic browser base applic reduc invest hardwar softwar propos system contain follow modul offer databas manag report variou activ compani applic compris follow modul inquiri estim quotat negoti purchas order system deliveri system mi report compani inscript india pvt ltd descript compani haayan infotech pvt ltd descript,"  (0, 1481)	0.030562270697127924
  (0, 1468)	0.07608435162795149
  (0, 1467)	0.08996851515573304
  (0, 1446)	0.06163679901558079
  (0, 1436)	0.0724255691537656
  (0, 1435)	0.029954050378997534
  (0, 1431)	0.044812147987571126
  (0, 1430)	0.06288795021684417
  (0, 1428)	0.07694441651201331
  (0, 1427)	0.05401920203104601
  (0, 1418)	0.02169458304272086
  (0, 1409)	0.04160352939147393
  (0, 1396)	0.06333042106419512
  (0, 1387)	0.1380329239430339
  (0, 1386)	0.07899491022764009
  (0, 1378)	0.04843695904517165
  (0, 1376)	0.14481143870774024
  (0, 1374)	0.072766067108436
  (0, 1371)	0.04624474220108045
  (0, 1362)	0.21161368312062281
  (0, 1361)	0.14230339358980065
  (0, 1345)	0.10783405615252831
  (0, 1344)	0.03820546415696765
  (0, 1338)	0.03914813211635978
  (0, 1327)	0.05693609490279224
  :	:
  (0, 238)	0.04709081963179856
  (0, 182)	0.06012180246809793
  (0, 181)	0.12506606147011579
  (0, 169)	0.043173724348110384
  (0, 162)	0.029223113189643664
  (0, 158)	0.1060588537159327
  (0, 147)	0.1369354830563663
  (0, 134)	0.15199318943987453
  (0, 131)	0.0483024132622357
  (0, 130)	0.05750017018630848
  (0, 117)	0.04763426938632601
  (0, 98)	0.13562738493448254
  (0, 95)	0.05842818041948358
  (0, 80)	0.05070451199844102
  (0, 69)	0.05580654813769414
  (0, 63)	0.05842818041948358
  (0, 58)	0.06344563418407351
  (0, 56)	0.09404197063206433
  (0, 55)	0.08205211466734012
  (0, 45)	0.05708175478979762
  (0, 26)	0.05842818041948358
  (0, 23)	0.05811214202893004
  (0, 17)	0.05228189115104338
  (0, 12)	0.12723673566350094
  (0, 9)	0.03153782339889662"
461,2,technic skill languag core java autom test tool selenium web driver ide dbm ms sql server oracl oper system window xp educ detail bscit mumbai univers autom tester autom manual tester skill detail databas manag system exprienc month dbm exprienc month java exprienc month ms sql server exprienc month ms sql server exprienc monthscompani detail compani capgemini india pvt ltd descript work manual well autom test start carrier manual tester move autom test work autom tester work selenium webdriv compani na descript current work capgemini airoli consult th may till date,"  (0, 1494)	0.11034814106097611
  (0, 1481)	0.10810040046913123
  (0, 1476)	0.07757689712258668
  (0, 1471)	0.086376553941593
  (0, 1467)	0.08652786072195291
  (0, 1418)	0.054445712960109235
  (0, 1378)	0.07179505613038407
  (0, 1373)	0.10619567854522477
  (0, 1364)	0.1407291888474848
  (0, 1362)	0.4115363283456383
  (0, 1361)	0.1559251684693108
  (0, 1346)	0.0670773019188415
  (0, 1327)	0.0927145302157205
  (0, 1280)	0.149123739882397
  (0, 1266)	0.1640556236080106
  (0, 1214)	0.1787774439459772
  (0, 1201)	0.2482729787954608
  (0, 1067)	0.0723026118145035
  (0, 930)	0.09741832017906225
  (0, 926)	0.06354152071845821
  (0, 879)	0.16931837894886798
  (0, 874)	0.08319888016917512
  (0, 868)	0.17636347664233165
  (0, 866)	0.14827460389928526
  (0, 863)	0.04525218940755144
  (0, 861)	0.1200953681180118
  (0, 820)	0.10108399097790241
  (0, 803)	0.21604571239542078
  (0, 800)	0.05352273133675695
  (0, 786)	0.06716585807186708
  (0, 734)	0.0784147666010024
  (0, 699)	0.1378980214419978
  (0, 646)	0.07595735419109909
  (0, 626)	0.13173583471057118
  (0, 469)	0.11808277866071355
  (0, 389)	0.1536977797891079
  (0, 319)	0.3077506721185852
  (0, 315)	0.09867000453015748
  (0, 314)	0.06870554566152214
  (0, 305)	0.11437915984294314
  (0, 281)	0.09484667906537951
  (0, 268)	0.10391576589377875
  (0, 172)	0.2866809359342562
  (0, 98)	0.26112525074611415"
462,2,skill agil methodolog scrum kanban extrem program xp test driven develop tdd featur driven develop fdd domain industri autom retail bank insur health care autom framework modular data driven bpt hybrid test autom tool hp uft taf load runner selenium ration robot dcmtk sikuli languag vb script python shell script bug track tool bugzilla jira hp qualiti control ap test clear quest version manag clear case win cv svn databas oracl sql server mysql network protocol tcp ip http http vpn ftp ldap healthcar dicom pac hl imag archiv imag reconstruct rockwel autom logix design factori talk rslinx classic control flash compar tool modul profil educ detail bachelor scienc comput scienc mumbai maharashtra mumbai univers qa autom lead qa autom lead skill detail exprienc month python exprienc month uft exprienc month selenium exprienc month sql exprienc monthscompani detail compani lead industri autom descript respons test rockwel autom embed system logix design factori talk rslinx classic control flash compar tool modul profil coordin onsit offshor qa lead design develop test strategi test plan document test plan test case base product requir document function specif discuss explain requir qa team work scrum base agil methodolog test driven develop environ frequent chang requir lot challeng document publish program increment object program increment plan report featur epic backlog stori conduct particip program increment plan backlog groom sprint plan daili stand up sprint review retrospect perform autom test task design creat maintain execut peer review test script use test autom framework taf develop execut system integr gui integr test use interact busi analyst softwar develop bug review particip qa meet work close develop engin depart ensur proper resolut bug proactiv came innov method improv softwar qualiti test coverag effici regress coverag creat maintain test document high level requir test strategi report test plan test case test execut result bug report qualiti metric traceabl matrix test summari report environ logix design factori talk rslinx classic controlflash comparetool modul profil test autom framework taf python selenium clear case clear quest uft collabor lifecycl manag version one compani ge healthcar descript respons valid ge ct scanner base fda complianc regul interact clinic expert busi analyst develop architect creation test strategi test plan coordin offshor qa onsit qa team work design develop test strategi requir traceabl matrix design creat execut manual test case base product requir document increas product initi use autom tool like dicom qtp train guid ge team autom test creation execut use qtp perform test type function integr perform regress provid test report manag involv releas support test bed creation test throughout releas process environ agil test driven develop tdd dicom hl imag reconstruct window linux sql python qtp html xml qtp vbscript qc compani patni ge healthcar pac descript respons valid ge pac applic test web applic defin administr authent archiv dicom imag involv creation autom framework use hybrid bpt approach respons creation test bed golden data use dcmtk prepar test scenario test plan test case autom script integr system end end test applic design develop user defin gener function well vers vb script descript program script dynam object reusabl action defin scenario flow uft qtp review qtp script develop team member support qa sit regress test team environment issu interact downstream environ system team clarif environ agil test driven develop tdd ge pac dicom hl imag reconstruct imag construct window linux sql python selenium qtp html xml qtp javascript vbscript qc compani hdfc bank limit descript respons review busi requir design document prepar test case assign project releas perform test type api function integr system perform regress secur network provid test report manag involv integr test releas new function test critic bug fix co ordin develop fix critic bug involv backend databas test oracl microsoft sql involv releas support test bed setup test throughout releas process autom test flow use autom tool qtp environ window linux sql python qtp html xml qtp javascript vbscript qc compani vistaar system limit descript respons refer busi requir document use case document design document provid client develop creation manual autom test case involv analysi design creation execut debug autom script use autom tool like ration robot qtp shell script test critic bug fix co ordin develop fix critic bug involv instal build maintain test bed smoke sanitari test regress test perform test databas test use ration robot qtp shell script environ window linux sql ration robot qtp ,"  (0, 1494)	0.036710809348475516
  (0, 1493)	0.11176486709425938
  (0, 1481)	0.03162746890280417
  (0, 1476)	0.06158647650595983
  (0, 1474)	0.05250597881258296
  (0, 1471)	0.028735900518486568
  (0, 1467)	0.028786237518399007
  (0, 1457)	0.05365021153648362
  (0, 1442)	0.06990879918720976
  (0, 1436)	0.10238302287999271
  (0, 1431)	0.06334783732209814
  (0, 1428)	0.026921200042787988
  (0, 1427)	0.07097596217844974
  (0, 1420)	0.05113244171466428
  (0, 1418)	0.018113093425071173
  (0, 1409)	0.05881203491176515
  (0, 1390)	0.029785070532336037
  (0, 1386)	0.0314273829671723
  (0, 1385)	0.09454372481496003
  (0, 1378)	0.07036277741724548
  (0, 1369)	0.07926981308351004
  (0, 1361)	0.12377115349093129
  (0, 1344)	0.05259568139331893
  (0, 1338)	0.03268529167139604
  (0, 1327)	0.05085808767429701
  :	:
  (0, 194)	0.030346170634132915
  (0, 193)	0.04330780672406824
  (0, 181)	0.10108807336864628
  (0, 178)	0.04681802857640203
  (0, 162)	0.05822262939180542
  (0, 159)	0.028786237518399007
  (0, 158)	0.11427104462786428
  (0, 117)	0.05605187323405969
  (0, 115)	0.054080914796574696
  (0, 109)	0.04637333489018125
  (0, 107)	0.028887549148249262
  (0, 98)	0.12433579957424926
  (0, 94)	0.05491510212918041
  (0, 80)	0.042333865605615244
  (0, 67)	0.10122117316603443
  (0, 65)	0.045944526561079446
  (0, 61)	0.056329129507946045
  (0, 58)	0.04658555339913066
  (0, 55)	0.040460978926134525
  (0, 53)	0.05491510212918041
  (0, 43)	0.06556751343993505
  (0, 42)	0.02848733352546694
  (0, 24)	0.10722832499096377
  (0, 18)	0.03362879596605294
  (0, 8)	0.039811882638677736"
463,2,technic skill summari complet corpor train manual autom test sourc code technolog pune manual autom test selenium ide testng selenium grid jenkin apach poi good knowledg sdlc excel understand white box test black box test good knowledg function test integr test system test good exposur write function integr scenario good understand write test case includ test case design techniqu good understand build releas good knowledg ad hoc smoke test excel understand usabl reliabl exploratori test excel knowledg global compat test excel understand stlc good knowledg regress retest excel knowledg defect track defect life cycl good knowledg test plan traceabl matrix internship project project name resum extractor durat month role manual autom test environ jdbc servlet jsp technolog web base applic ms ess project involv develop web applic resum extractor provid technolog analyz mass volum data detect resum data cover compani valuabl inform project compani site base recruit process strength abl work team system oper analysi good commun skill activ learn critic think good interperson skill will take challeng respons abil learn new technolog minim time period educ detail januari bc comput scienc mgm colleg mca pune maharashtra comput scienc fromjspm colleg hsc nand maharashtra maharashtra state board ssc nand maharashtra maharashtra state board softwar test softwar test skill detail apach exprienc month black box exprienc month black box test exprienc month function test exprienc month integr exprienc monthscompani detail compani tech mahindra descript softwar test manual autom compani descript softwar test engin,"  (0, 1488)	0.10544245118583255
  (0, 1481)	0.028158598586504092
  (0, 1467)	0.09106645423965466
  (0, 1456)	0.08432317592145216
  (0, 1414)	0.15322654063900532
  (0, 1390)	0.05565157295022518
  (0, 1386)	0.058720132756895
  (0, 1385)	0.10433182585078035
  (0, 1374)	0.04756910913578438
  (0, 1367)	0.08324626810579305
  (0, 1361)	0.1845389905970726
  (0, 1349)	0.08797353304454318
  (0, 1347)	0.0779622216747088
  (0, 1346)	0.04169493819340941
  (0, 1345)	0.07049398420873612
  (0, 1344)	0.035200667504990756
  (0, 1332)	0.06081113388546422
  (0, 1327)	0.05763091979538316
  (0, 1313)	0.08747660778163066
  (0, 1299)	0.07279128297042047
  (0, 1282)	0.0961835231918481
  (0, 1270)	0.06369618516839663
  (0, 1255)	0.062276010258577395
  (0, 1247)	0.1002894121207455
  (0, 1242)	0.10433182585078035
  :	:
  (0, 309)	0.07909822498013568
  (0, 299)	0.07909822498013568
  (0, 290)	0.10433182585078035
  (0, 282)	0.06752353241451699
  (0, 254)	0.07461789241358598
  (0, 249)	0.05331895148417946
  (0, 241)	0.04764066030075805
  (0, 231)	0.07250458356449697
  (0, 225)	0.058837882482401266
  (0, 193)	0.08091797407705212
  (0, 181)	0.10002309745955935
  (0, 159)	0.05378531487707868
  (0, 147)	0.2429002333667913
  (0, 139)	0.09388103378750942
  (0, 134)	0.2371069362453034
  (0, 117)	0.07430869577839247
  (0, 98)	0.1387403021828112
  (0, 58)	0.07022513294981736
  (0, 54)	0.13442140699688174
  (0, 45)	0.0525923690575196
  (0, 42)	0.05322683114444111
  (0, 12)	0.07109755258247835
  (0, 9)	0.04919849836374348
  (0, 1)	0.09017159742367135
  (0, 0)	0.064746670752249"
464,2,skill agil methodolog scrum kanban extrem program xp test driven develop tdd featur driven develop fdd domain industri autom retail bank insur health care autom framework modular data driven bpt hybrid test autom tool hp uft taf load runner selenium ration robot dcmtk sikuli languag vb script python shell script bug track tool bugzilla jira hp qualiti control ap test clear quest version manag clear case win cv svn databas oracl sql server mysql network protocol tcp ip http http vpn ftp ldap healthcar dicom pac hl imag archiv imag reconstruct rockwel autom logix design factori talk rslinx classic control flash compar tool modul profil educ detail bachelor scienc comput scienc mumbai maharashtra mumbai univers qa autom lead qa autom lead skill detail exprienc month python exprienc month uft exprienc month selenium exprienc month sql exprienc monthscompani detail compani lead industri autom descript respons test rockwel autom embed system logix design factori talk rslinx classic control flash compar tool modul profil coordin onsit offshor qa lead design develop test strategi test plan document test plan test case base product requir document function specif discuss explain requir qa team work scrum base agil methodolog test driven develop environ frequent chang requir lot challeng document publish program increment object program increment plan report featur epic backlog stori conduct particip program increment plan backlog groom sprint plan daili stand up sprint review retrospect perform autom test task design creat maintain execut peer review test script use test autom framework taf develop execut system integr gui integr test use interact busi analyst softwar develop bug review particip qa meet work close develop engin depart ensur proper resolut bug proactiv came innov method improv softwar qualiti test coverag effici regress coverag creat maintain test document high level requir test strategi report test plan test case test execut result bug report qualiti metric traceabl matrix test summari report environ logix design factori talk rslinx classic controlflash comparetool modul profil test autom framework taf python selenium clear case clear quest uft collabor lifecycl manag version one compani ge healthcar descript respons valid ge ct scanner base fda complianc regul interact clinic expert busi analyst develop architect creation test strategi test plan coordin offshor qa onsit qa team work design develop test strategi requir traceabl matrix design creat execut manual test case base product requir document increas product initi use autom tool like dicom qtp train guid ge team autom test creation execut use qtp perform test type function integr perform regress provid test report manag involv releas support test bed creation test throughout releas process environ agil test driven develop tdd dicom hl imag reconstruct window linux sql python qtp html xml qtp vbscript qc compani patni ge healthcar pac descript respons valid ge pac applic test web applic defin administr authent archiv dicom imag involv creation autom framework use hybrid bpt approach respons creation test bed golden data use dcmtk prepar test scenario test plan test case autom script integr system end end test applic design develop user defin gener function well vers vb script descript program script dynam object reusabl action defin scenario flow uft qtp review qtp script develop team member support qa sit regress test team environment issu interact downstream environ system team clarif environ agil test driven develop tdd ge pac dicom hl imag reconstruct imag construct window linux sql python selenium qtp html xml qtp javascript vbscript qc compani hdfc bank limit descript respons review busi requir design document prepar test case assign project releas perform test type api function integr system perform regress secur network provid test report manag involv integr test releas new function test critic bug fix co ordin develop fix critic bug involv backend databas test oracl microsoft sql involv releas support test bed setup test throughout releas process autom test flow use autom tool qtp environ window linux sql python qtp html xml qtp javascript vbscript qc compani vistaar system limit descript respons refer busi requir document use case document design document provid client develop creation manual autom test case involv analysi design creation execut debug autom script use autom tool like ration robot qtp shell script test critic bug fix co ordin develop fix critic bug involv instal build maintain test bed smoke sanitari test regress test perform test databas test use ration robot qtp shell script environ window linux sql ration robot qtp ,"  (0, 1494)	0.036710809348475516
  (0, 1493)	0.11176486709425938
  (0, 1481)	0.03162746890280417
  (0, 1476)	0.06158647650595983
  (0, 1474)	0.05250597881258296
  (0, 1471)	0.028735900518486568
  (0, 1467)	0.028786237518399007
  (0, 1457)	0.05365021153648362
  (0, 1442)	0.06990879918720976
  (0, 1436)	0.10238302287999271
  (0, 1431)	0.06334783732209814
  (0, 1428)	0.026921200042787988
  (0, 1427)	0.07097596217844974
  (0, 1420)	0.05113244171466428
  (0, 1418)	0.018113093425071173
  (0, 1409)	0.05881203491176515
  (0, 1390)	0.029785070532336037
